"Gene","NumCells.ms","NumCells.hc","NumDonors.ms","NumDonors.hc","p","or_est","log2or","negLog10p"
"ANAPC4",3,0,3,0,0.123525410204266,Inf,Inf,0.908243695227225
"ANAPC5",4,4,2,3,1,1.00662727114879,0.00952958840162954,0
"ANAPC7",4,4,4,2,1,1.00662727114879,0.00952958840162954,0
"ANGPT2",1,0,1,0,0.498356344510191,Inf,Inf,0.302460008420945
"ANGPTL1",2,0,2,0,0.24819457420672,Inf,Inf,0.605207716865645
"ANGPTL4",1,1,1,1,1,1.00660100367109,0.00949194144396454,0
"ANK1",1,0,1,0,0.498356344510191,Inf,Inf,0.302460008420945
"ANK3",1,1,1,1,1,1.00660100367109,0.00949194144396454,0
"ANKAR",1,0,1,0,0.498356344510191,Inf,Inf,0.302460008420945
"ANKH",1,0,1,0,0.498356344510191,Inf,Inf,0.302460008420945
"ANKHD1;ANKHD1-EIF4EBP3",4,4,3,4,1,1.00662727114879,0.00952958840162954,0
"ANKIB1",1,3,1,1,0.624514217510396,0.334852778355426,-1.57840115639391,0.204457670154495
"ANKMY1",1,0,1,0,0.498356344510191,Inf,Inf,0.302460008420945
"ANKMY2",1,0,1,0,0.498356344510191,Inf,Inf,0.302460008420945
"ANKRD10",9,8,6,4,0.812943336545247,1.13391765509881,0.181315875823311,0.0899397243731338
"ANKRD12",13,12,7,6,0.843280854106336,1.09197745516447,0.126943070856503,0.0740277598061355
"ANKRD13A",2,1,1,1,0.623522181096949,2.01496731931745,1.01075643992397,0.205148092375235
"ANKRD13C",2,2,2,2,1,1.00660973632977,0.00950445733523746,0
"ANKRD13D",2,2,2,1,1,1.00660973632977,0.00950445733523746,0
"ANKRD18A",1,0,1,0,0.498356344510191,Inf,Inf,0.302460008420945
"ANKRD26",3,1,2,1,0.372867647299398,3.02597164655246,1.59739846952101,0.428445297542138
"ANKRD27",1,3,1,3,0.624514217510396,0.334852778355426,-1.57840115639391,0.204457670154495
"ANKRD31",1,0,1,0,0.498356344510191,Inf,Inf,0.302460008420945
"ANKRD36",7,5,5,5,0.578389051975398,1.41272435267502,0.498479997998146,0.237779936169389
"ANKRD36B",8,2,5,2,0.0637982134461682,4.05510061148045,2.01973770972817,1.19519148274176
"ANKRD36C",5,5,3,3,1,1.00663607349377,0.00954220383962694,0
"ANKRD39",1,1,1,1,1,1.00660100367109,0.00949194144396454,0
"ANKRD40",1,0,1,0,0.498356344510191,Inf,Inf,0.302460008420945
"ANKRD44",4,3,4,2,0.725126469251364,1.34367907158262,0.426188601565915,0.139586241555909
"ANKRD49",2,1,2,1,0.623522181096949,2.01496731931745,1.01075643992397,0.205148092375235
