"Gene","NumCells.ms","NumCells.hc","NumDonors.ms","NumDonors.hc","p","or_est","log2or","negLog10p"
"ARHGAP17",2,5,2,4,0.608391608391609,0.357979002447202,-1.48205312738025,0.215816784846443
"ARHGAP19",1,0,1,0,1,Inf,Inf,0
"ARHGAP21",1,1,1,1,1,1,0,0
"ARHGAP25",2,5,2,3,1,0.576512021188363,-0.794577404221032,4.82163733276644e-17
"ARHGAP30",6,7,3,6,0.314685314685315,0.223529510495624,-2.16146278546891,0.502123523689718
"ARHGAP33",1,2,1,2,1,0.451603012346455,-1.1468729854753,0
"ARHGAP35",3,1,3,1,0.569230769230769,3.83896762023271,1.94071839182677,0.244711632575861
"ARHGAP4",10,9,5,6,1,0.576512021188363,-0.794577404221032,4.82163733276644e-17
"ARHGAP45",17,20,7,8,1,0,-Inf,0
"ARHGAP5",3,1,2,1,1,2.21433421093488,1.1468729854753,0
"ARHGAP9",3,12,3,5,0.619269619269619,0.384811740720894,-1.37777527805225,0.208120225508274
"ARHGDIA",1,1,1,1,1,1,0,0
"ARHGDIB",2,13,2,6,0.131934731934732,0.131319339997226,-2.92884869074048,0.879640860996452
"ARHGEF1",16,16,8,6,0.466666666666667,Inf,Inf,0.330993219041424
"ARHGEF18",2,1,2,1,1,2.21433421093488,1.1468729854753,0
"ARHGEF2",2,3,1,3,0.569230769230769,0.260463552878358,-1.94084658710691,0.244711632575861
"ARHGEF3",5,0,5,0,0.0256410256410256,Inf,Inf,1.5910646070265
"ARHGEF6",2,3,2,2,1,1,0,4.82163733276644e-17
"ARHGEF9",1,0,1,0,1,Inf,Inf,0
"ARID1A",2,7,2,5,0.314685314685315,0.223529510495624,-2.16146278546891,0.502123523689718
"ARID1B",1,1,1,1,1,1,0,0
"ARID2",3,1,2,1,1,2.21433421093488,1.1468729854753,0
"ARID3B",1,3,1,1,1,1,0,0
"ARID4A",4,4,3,3,1,1,0,4.82163733276644e-17
"ARID4B",5,3,4,2,0.608391608391609,2.79345993246486,1.48205312738025,0.215816784846443
