"Gene","NumCells.ms","NumCells.hc","NumDonors.ms","NumDonors.hc","p","or_est","log2or","negLog10p"
"ARHGEF6",4,2,4,1,0.282051282051282,6.15667160832438,2.62215061846743,0.549671921868275
"ARID1A",2,5,2,3,1,0.576512021188363,-0.794577404221032,4.82163733276644e-17
"ARID1B",1,2,1,2,1,0.451603012346455,-1.1468729854753,0
"ARID4A",4,1,3,1,0.569230769230769,3.83896762023271,1.94071839182677,0.244711632575861
"ARID4B",4,2,3,2,1,1.73456920800836,0.794577404221032,4.82163733276644e-17
"ARID5A",2,2,2,2,1,1,0,4.82163733276644e-17
"ARID5B",2,4,2,4,0.608391608391609,0.357979002447202,-1.48205312738025,0.215816784846443
"ARIH2",3,1,2,1,1,2.21433421093488,1.1468729854753,0
"ARL1",1,1,1,1,1,1,0,0
"ARL14EP",1,0,1,0,1,Inf,Inf,0
"ARL16",1,0,1,0,1,Inf,Inf,0
"ARL2",1,0,1,0,1,Inf,Inf,0
"ARL6IP1",1,1,1,1,1,1,0,0
"ARL6IP4",3,1,2,1,1,2.21433421093488,1.1468729854753,0
"ARL6IP5",1,4,1,3,0.569230769230769,0.260463552878358,-1.94084658710691,0.244711632575861
"ARMC1",1,0,1,0,1,Inf,Inf,0
"ARMCX1",1,0,1,0,1,Inf,Inf,0
"ARMCX2",1,0,1,0,1,Inf,Inf,0
"ARMCX3",2,2,2,2,1,1,0,4.82163733276644e-17
"ARMCX5",1,1,1,1,1,1,0,0
"ARMH2",1,1,1,1,1,1,0,0
"ARMH3",7,3,5,2,0.314685314685315,4.47368223454136,2.16146278546891,0.502123523689718
"ARMT1",1,0,1,0,1,Inf,Inf,0
"ARNT",2,2,2,2,1,1,0,4.82163733276644e-17
"ARNTL",1,1,1,1,1,1,0,0
"ARPC1A",1,4,1,4,0.282051282051282,0.162425424582969,-2.62215061846743,0.549671921868275
"ARPC1B",3,8,3,4,1,0.619687542666112,-0.690387128214864,0
"ARPC2",8,6,6,5,1,1.73456920800836,0.794577404221031,4.82163733276644e-17
"ARPC3",4,2,3,2,1,1.73456920800836,0.794577404221032,4.82163733276644e-17
"ARPC4",1,1,1,1,1,1,0,0
"ARPC4;ARPC4-TTLL3",1,0,1,0,1,Inf,Inf,0
"ARPC5",3,2,3,1,0.569230769230769,3.83896762023271,1.94071839182677,0.244711632575861
"ARPC5L",3,2,3,1,0.569230769230769,3.83896762023271,1.94071839182677,0.244711632575861
"ARRB2",1,1,1,1,1,1,0,0
"ARRDC1",2,2,2,2,1,1,0,4.82163733276644e-17
"ARRDC1-AS1",1,0,1,0,1,Inf,Inf,0
"ARSD-AS1",1,0,1,0,1,Inf,Inf,0
"ASAH1",1,1,1,1,1,1,0,0
"ASAP2",1,1,1,1,1,1,0,0
"ASB2",1,0,1,0,1,Inf,Inf,0
"ASB3;GPR75-ASB3",1,0,1,0,1,Inf,Inf,0
"ASCC2",3,1,3,1,0.569230769230769,3.83896762023271,1.94071839182677,0.244711632575861
"ASCC3",3,5,3,5,0.619269619269619,0.384811740720894,-1.37777527805225,0.208120225508274
"ASF1A",1,2,1,2,1,0.451603012346455,-1.1468729854753,0
"ASH1L",21,11,8,5,0.2,Inf,Inf,0.698970004336019
"ASH2L",1,0,1,0,1,Inf,Inf,0
"ASL",1,0,1,0,1,Inf,Inf,0
"ASNA1",1,1,1,1,1,1,0,0
"ASNSD1",1,2,1,1,1,1,0,0
"ASPH",2,2,2,2,1,1,0,4.82163733276644e-17
"ASTE1",1,1,1,1,1,1,0,0
"ASXL1",3,1,2,1,1,2.21433421093488,1.1468729854753,0
"ASXL2",1,0,1,0,1,Inf,Inf,0
"ATAD1",1,1,1,1,1,1,0,0
"ATAD2",3,2,3,2,1,1.73456920800836,0.794577404221032,4.82163733276644e-17
"ATAD2B",3,4,2,3,1,0.576512021188363,-0.794577404221032,4.82163733276644e-17
"ATF2",2,1,2,1,1,2.21433421093488,1.1468729854753,0
"ATF6",2,1,2,1,1,2.21433421093488,1.1468729854753,0
"ATF6B",2,2,2,2,1,1,0,4.82163733276644e-17
"ATF7IP",9,4,6,2,0.131934731934732,7.61355555815879,2.92857035493369,0.879640860996452
"ATF7IP2",3,3,3,2,1,1.73456920800836,0.794577404221032,4.82163733276644e-17
"ATG12",1,0,1,0,1,Inf,Inf,0
"ATG13",2,1,2,1,1,2.21433421093488,1.1468729854753,0
"ATG16L2",2,0,2,0,0.466666666666667,Inf,Inf,0.330993219041424
"ATG2A",1,1,1,1,1,1,0,0
"ATG2B",1,1,1,1,1,1,0,0
"ATG4C",1,0,1,0,1,Inf,Inf,0
"ATG5",1,2,1,2,1,0.451603012346455,-1.1468729854753,0
"ATG7",4,2,3,2,1,1.73456920800836,0.794577404221032,4.82163733276644e-17
"ATG9A",1,4,1,3,0.569230769230769,0.260463552878358,-1.94084658710691,0.244711632575861
"ATIC",2,1,2,1,1,2.21433421093488,1.1468729854753,0
"ATL3",1,0,1,0,1,Inf,Inf,0
"ATM",4,3,3,3,1,1,0,4.82163733276644e-17
"ATN1",2,0,1,0,1,Inf,Inf,0
"ATP10D",2,1,2,1,1,2.21433421093488,1.1468729854753,0
"ATP11A",1,0,1,0,1,Inf,Inf,0
"ATP11B",1,1,1,1,1,1,0,0
"ATP11C",1,0,1,0,1,Inf,Inf,0
"ATP13A1",3,2,2,2,1,1,0,4.82163733276644e-17
"ATP1A1",7,5,4,1,0.282051282051282,6.15667160832438,2.62215061846743,0.549671921868275
"ATP1B3",4,2,2,1,1,2.21433421093488,1.1468729854753,0
"ATP2A3",1,0,1,0,1,Inf,Inf,0
"ATP2B1",4,6,3,5,0.619269619269619,0.384811740720894,-1.37777527805225,0.208120225508274
"ATP2B4",4,2,2,2,1,1,0,4.82163733276644e-17
"ATP2C1",1,1,1,1,1,1,0,0
