"Gene","NumCells.ms","NumCells.hc","NumDonors.ms","NumDonors.hc","p","or_est","log2or","negLog10p"
"ANKRD36",7,12,4,6,0.356280866779668,0.583539183956634,-0.777098560459626,0.448207499779568
"ANKRD36B",2,7,2,5,0.178412323649928,0.285951636356166,-1.80615693351063,0.748575150473847
"ANKRD39",1,0,1,0,0.498356344510191,Inf,Inf,0.302460008420945
"ANKRD40",1,0,1,0,0.498356344510191,Inf,Inf,0.302460008420945
"ANKRD44",5,3,4,2,0.505372888261834,1.68158600410633,0.749822566866094,0.296388060386242
"ANKRD49",2,4,2,3,0.686892181139712,0.502205814176944,-0.993649363697927,0.163111427148394
"ANKS3",1,1,1,1,1,1.00660100367109,0.00949194144396454,0
"ANKZF1",2,5,2,4,0.452061316994495,0.40126146282924,-1.31738548861956,0.34480265406855
"ANO9",2,0,2,0,0.24819457420672,Inf,Inf,0.605207716865645
"ANTXR2",2,1,2,1,0.623522181096949,2.01496731931745,1.01075643992397,0.205148092375235
"ANXA11",2,4,2,3,0.686892181139712,0.502205814176944,-0.993649363697927,0.163111427148394
"ANXA2",3,10,3,6,0.0909301542202451,0.299391031810487,-1.73989708844199,1.04129207233574
"ANXA2R",1,1,1,1,1,1.00660100367109,0.00949194144396454,0
"ANXA5",2,2,1,2,1,1.00660973632977,0.00950445733523746,0
"ANXA6",9,8,5,7,0.812943336545247,1.13391765509881,0.181315875823311,0.0899397243731338
"ANXA7",5,4,3,4,0.752452043216707,1.25976653668211,0.333156394376876,0.123521174179362
"AOPEP",1,0,1,0,0.498356344510191,Inf,Inf,0.302460008420945
"AP1B1",2,2,2,2,1,1.00660973632977,0.00950445733523746,0
"AP1G1",1,2,1,2,1,0.502863467225993,-0.991761348721336,0
"AP1G2",8,14,5,5,0.282805199916077,0.570875846227583,-0.808751071729001,0.548512609464612
"AP1M1",1,4,1,3,0.374190362517327,0.250875782283238,-1.99495488466713,0.426907402189948
"AP2A1",1,0,1,0,0.498356344510191,Inf,Inf,0.302460008420945
"AP2A2",1,4,1,4,0.374190362517327,0.250875782283238,-1.99495488466713,0.426907402189948
"AP2M1",4,7,3,5,0.547362708650654,0.573152516536061,-0.803009002027573,0.261724794026592
"AP3B1",6,6,5,2,1,1.00664489925297,0.00955485272390862,0
"AP3M1",1,0,1,0,0.498356344510191,Inf,Inf,0.302460008420945
"AP3M2",2,1,2,1,0.623522181096949,2.01496731931745,1.01075643992397,0.205148092375235
"AP3S1",1,1,1,1,1,1.00660100367109,0.00949194144396454,0
"AP4B1",1,2,1,2,1,0.502863467225993,-0.991761348721336,0
"AP4M1",1,0,1,0,0.498356344510191,Inf,Inf,0.302460008420945
"AP5M1",8,1,5,1,0.0207655092897971,8.11950540222452,3.02139184865547,1.68265741302334
"AP5Z1",2,3,2,3,1,0.670371393191425,-0.576967508769896,0
"APBA2",1,1,1,1,1,1.00660100367109,0.00949194144396454,0
"APBB1",6,2,4,2,0.177254955348212,3.03403475660208,1.6012376125758,0.751401614817379
"APBB1IP",4,3,3,2,0.725126469251364,1.34367907158262,0.426188601565915,0.139586241555909
"APBB3",2,0,2,0,0.24819457420672,Inf,Inf,0.605207716865645
"APC",1,2,1,2,1,0.502863467225993,-0.991761348721336,0
"APEH",1,8,1,4,0.0385177657932726,0.124799031608585,-3.00232135539003,1.41433891188482
"APEX2",1,0,1,0,0.498356344510191,Inf,Inf,0.302460008420945
