"p_val","avg_logFC","pct.1","pct.2","p_val_adj","Feature","NegLogP"
1.10978110768726e-07,0.478339915629341,0.248,0.113,0.00642174837963236,"ENSG00000144802-NFKBIZ",6.95476267265305
1.70111889170147e-07,0.344359717779319,0.369,0.214,0.00984352446683056,"ENSG00000108219-TSPAN14",6.76926533235716
1.86030766182023e-07,-0.563467605652572,0.803,0.767,0.0107646702851227,"ENSG00000105372-RPS19",6.73041522525447
2.1675616286623e-07,0.361030595519389,0.468,0.307,0.0125425953642544,"ENSG00000108669-CYTH1",6.66402854570529
2.5273002103986e-07,0.32040415166235,0.334,0.184,0.0146242226674715,"ENSG00000108292-MLLT6",6.59734316647917
3.05287181021932e-07,0.449851078448496,0.468,0.319,0.0176654427298341,"ENSG00000168421-RHOH",6.51529143130016
3.74248391818163e-07,0.372478689073404,0.221,0.101,0.021655883192558,"ENSG00000104852-SNRNP70",6.42684005718664
4.16687087090615e-07,-0.40038301663519,0.876,0.843,0.0241115982944985,"ENSG00000147604-RPL7",6.3801899578873
4.43592470265163e-07,0.579536829336418,0.215,0.098,0.0256684782918936,"ENSG00000145833-DDX46",6.35301583436698
5.30990458822794e-07,0.36477810163312,0.261,0.133,0.030725762899781,"ENSG00000213064-SFT2D2",6.27491328253028
6.04318153534522e-07,0.45109032678625,0.524,0.366,0.0349688699542751,"ENSG00000173889-PHC3",6.21873435948073
6.25062368065664e-07,0.657866598609013,0.289,0.157,0.0361692339281196,"ENSG00000012822-CALCOCO1",6.20407664704727
6.67407805837716e-07,0.286424901168875,0.65,0.494,0.0386195526847994,"ENSG00000110876-SELPLG",6.17560871824997
7.40889522887227e-07,0.323145853674553,0.182,0.074,0.0428715722418694,"ENSG00000163599-CTLA4",6.13024654664617
9.03704989769062e-07,0.372147795127414,0.479,0.322,0.0522928892329868,"ENSG00000196187-TMEM63A",6.043973319774
9.83129298882234e-07,0.279201435119014,0.226,0.106,0.0568887768798204,"ENSG00000109787-KLF3",6.00738936100988
1.0602713262372e-06,0.447299867596118,0.299,0.165,0.0613526002927158,"ENSG00000080824-HSP90AA1",5.97458298340587
1.14423732374225e-06,0.277336750824442,0.534,0.391,0.0662112927383451,"ENSG00000101596-SMCHD1",5.94148389013884
1.25765960710895e-06,-0.52499866971671,0.959,0.953,0.0727744731653595,"ENSG00000198886-MT-ND4",5.9004368873153
1.29107963231275e-06,0.327194160392208,0.554,0.405,0.0747083229237775,"ENSG00000122566-HNRNPA2B1",5.88904697012131
2.23285058478476e-06,0.401407791010745,0.122,0.037,0.12920389908857,"ENSG00000168067-MAP4K2",5.65114033755309
2.31573660997582e-06,0.316200627889799,0.136,0.044,0.134000098936251,"ENSG00000198146-ZNF770",5.63531083844162
2.47221277809208e-06,0.321041459135258,0.256,0.133,0.143054592404298,"ENSG00000074706-IPCEF1",5.60691415317285
2.56067547995229e-06,0.309813731369698,0.213,0.103,0.148173486647439,"ENSG00000146278-PNRC1",5.5916454571412
2.67152259965293e-06,0.317329474842047,0.517,0.361,0.154587655228917,"ENSG00000118816-CCNI",5.5732411475664
2.69367892726564e-06,0.538337303597686,0.2,0.091,0.155869731126226,"ENSG00000072864-NDE1",5.56965417120649
3.45035014134024e-06,0.265066912468896,0.212,0.098,0.199654510928653,"ENSG00000184384-MAML2",5.46213683051051
3.46649151039468e-06,0.341107616554526,0.225,0.111,0.200588531248988,"ENSG00000197471-SPN",5.46010985907209
3.50687343689258e-06,0.399236068339728,0.59,0.44,0.202925231425789,"ENSG00000005483-KMT2E",5.45507990752911
3.73642677984117e-06,0.35044525228045,0.426,0.285,0.216208335615509,"ENSG00000152818-UTRN",5.42754352389156
3.7626933717417e-06,0.423899859366318,0.169,0.069,0.217728251955834,"ENSG00000239306-RBM14",5.42450117163135
3.9048561822628e-06,0.265177224675543,0.536,0.398,0.225954502986637,"ENSG00000140988-RPS2",5.40839495676744
3.97044532719816e-06,0.341985869879972,0.345,0.216,0.229749818858322,"ENSG00000115875-SRSF7",5.40116077981162
4.01465103291092e-06,0.299018720529803,0.569,0.435,0.23230778201939,"ENSG00000162511-LAPTM5",5.39635219909459
4.20642683756413e-06,0.432987838022166,0.177,0.076,0.243404888955648,"ENSG00000221963-APOL6",5.37608666037217
4.24248319824929e-06,0.402591337914484,0.284,0.16,0.245491290266695,"ENSG00000156299-TIAM1",5.37237986896835
